Crane_ID,Vibration_Levels,Fuel_Consumption_Rate,Engine_Temperature,Operational_Hours,Remaining_Useful_Lifetime,Component,Component_Health
CRN0478,5.62,37.27,87.57,13565,847.24,Structural Components,Critical
CRN0478,5.62,37.27,87.57,13565,847.24,Control System,Critical
CRN0479,10.0,23.31,66.06,4187,1609.19,Hydraulic System,Critical
CRN0479,10.0,23.31,66.06,4187,1609.19,Engine,Critical
CRN0479,10.0,23.31,66.06,4187,1609.19,Structural Components,Critical
CRN0479,10.0,23.31,66.06,4187,1609.19,Control System,Critical
CRN0480,7.24,33.46,90.54,7707,1346.26,Hydraulic System,Critical
CRN0480,7.24,33.46,90.54,7707,1346.26,Engine,Critical
CRN0480,7.24,33.46,90.54,7707,1346.26,Structural Components,Critical
CRN0480,7.24,33.46,90.54,7707,1346.26,Control System,Critical
CRN0481,4.74,26.97,68.05,4119,1874.78,Hydraulic System,Critical
CRN0481,4.74,26.97,68.05,4119,1874.78,Engine,Critical
CRN0481,4.74,26.97,68.05,4119,1874.78,Structural Components,Critical
CRN0481,4.74,26.97,68.05,4119,1874.78,Control System,Critical
CRN0482,3.09,38.6,82.86,915,2248.34,Hydraulic System,Good
CRN0482,3.09,38.6,82.86,915,2248.34,Engine,Good
CRN0482,3.09,38.6,82.86,915,2248.34,Structural Components,Good
CRN0482,3.09,38.6,82.86,915,2248.34,Control System,Good
CRN0483,1.79,39.96,71.55,12663,1161.25,Hydraulic System,Critical
CRN0483,1.79,39.96,71.55,12663,1161.25,Engine,Critical
CRN0483,1.79,39.96,71.55,12663,1161.25,Structural Components,Critical
CRN0483,1.79,39.96,71.55,12663,1161.25,Control System,Critical
CRN0484,5.41,26.17,85.53,13392,879.39,Hydraulic System,Critical
CRN0484,5.41,26.17,85.53,13392,879.39,Engine,Critical
CRN0484,5.41,26.17,85.53,13392,879.39,Structural Components,Critical
CRN0484,5.41,26.17,85.53,13392,879.39,Control System,Critical
CRN0485,3.49,27.25,79.66,16258,700.51,Hydraulic System,Critical
CRN0485,3.49,27.25,79.66,16258,700.51,Engine,Critical
CRN0485,3.49,27.25,79.66,16258,700.51,Structural Components,Critical
CRN0485,3.49,27.25,79.66,16258,700.51,Control System,Critical
CRN0486,2.16,34.3,64.05,1022,2321.92,Hydraulic System,Good
CRN0486,2.16,34.3,64.05,1022,2321.92,Engine,Good
CRN0486,2.16,34.3,64.05,1022,2321.92,Structural Components,Good
CRN0486,2.16,34.3,64.05,1022,2321.92,Control System,Good
CRN0487,3.71,28.06,84.21,13029,1003.34,Hydraulic System,Critical
CRN0487,3.71,28.06,84.21,13029,1003.34,Engine,Critical
CRN0487,3.71,28.06,84.21,13029,1003.34,Structural Components,Critical
CRN0487,3.71,28.06,84.21,13029,1003.34,Control System,Critical
CRN0488,2.84,29.77,74.22,15025,867.21,Hydraulic System,Critical
CRN0488,2.84,29.77,74.22,15025,867.21,Engine,Critical
CRN0488,2.84,29.77,74.22,15025,867.21,Structural Components,Critical
CRN0488,2.84,29.77,74.22,15025,867.21,Control System,Critical
CRN0489,8.37,30.13,88.81,17748,288.86,Hydraulic System,Critical
CRN0489,8.37,30.13,88.81,17748,288.86,Engine,Critical
CRN0489,8.37,30.13,88.81,17748,288.86,Structural Components,Critical
CRN0489,8.37,30.13,88.81,17748,288.86,Control System,Critical
CRN0490,6.76,20.4,80.01,11079,1053.91,Hydraulic System,Critical
CRN0490,6.76,20.4,80.01,11079,1053.91,Engine,Critical
CRN0490,6.76,20.4,80.01,11079,1053.91,Structural Components,Critical
CRN0490,6.76,20.4,80.01,11079,1053.91,Control System,Critical
CRN0491,4.98,29.93,83.95,2822,1960.69,Hydraulic System,Critical
CRN0491,4.98,29.93,83.95,2822,1960.69,Engine,Critical
CRN0491,4.98,29.93,83.95,2822,1960.69,Structural Components,Critical
CRN0491,4.98,29.93,83.95,2822,1960.69,Control System,Critical
CRN0492,7.96,26.55,70.42,5455,1575.66,Hydraulic System,Critical
CRN0492,7.96,26.55,70.42,5455,1575.66,Engine,Critical
CRN0492,7.96,26.55,70.42,5455,1575.66,Structural Components,Critical
CRN0492,7.96,26.55,70.42,5455,1575.66,Control System,Critical
CRN0493,5.15,27.53,74.11,13401,913.95,Hydraulic System,Critical
CRN0493,5.15,27.53,74.11,13401,913.95,Engine,Critical
CRN0493,5.15,27.53,74.11,13401,913.95,Structural Components,Critical
CRN0493,5.15,27.53,74.11,13401,913.95,Control System,Critical
CRN0494,3.28,37.22,75.41,2650,2080.3,Hydraulic System,Critical
CRN0494,3.28,37.22,75.41,2650,2080.3,Engine,Critical
CRN0494,3.28,37.22,75.41,2650,2080.3,Structural Components,Critical
CRN0494,3.28,37.22,75.41,2650,2080.3,Control System,Critical
CRN0495,8.05,23.72,88.57,11241,956.45,Hydraulic System,Critical
CRN0495,8.05,23.72,88.57,11241,956.45,Engine,Critical
CRN0495,8.05,23.72,88.57,11241,956.45,Structural Components,Critical
CRN0495,8.05,23.72,88.57,11241,956.45,Control System,Critical
CRN0496,6.08,34.07,96.77,18157,346.86,Hydraulic System,Critical
CRN0496,6.08,34.07,96.77,18157,346.86,Engine,Critical
CRN0496,6.08,34.07,96.77,18157,346.86,Structural Components,Critical
CRN0496,6.08,34.07,96.77,18157,346.86,Control System,Critical
CRN0497,2.93,28.61,71.95,11384,1231.43,Hydraulic System,Critical
CRN0497,2.93,28.61,71.95,11384,1231.43,Engine,Critical
CRN0497,2.93,28.61,71.95,11384,1231.43,Structural Components,Critical
CRN0497,2.93,28.61,71.95,11384,1231.43,Control System,Critical
CRN0498,4.62,28.6,90.77,18150,432.5,Hydraulic System,Critical
CRN0498,4.62,28.6,90.77,18150,432.5,Engine,Critical
CRN0498,4.62,28.6,90.77,18150,432.5,Structural Components,Critical
CRN0498,4.62,28.6,90.77,18150,432.5,Control System,Critical
CRN0499,3.25,33.95,60.0,1484,2229.16,Hydraulic System,Bad
CRN0499,3.25,33.95,60.0,1484,2229.16,Engine,Bad
CRN0499,3.25,33.95,60.0,1484,2229.16,Structural Components,Bad
CRN0499,3.25,33.95,60.0,1484,2229.16,Control System,Bad
CRN0500,2.23,31.7,68.06,8352,1576.96,Hydraulic System,Critical
CRN0500,2.23,31.7,68.06,8352,1576.96,Engine,Critical
CRN0500,2.23,31.7,68.06,8352,1576.96,Structural Components,Critical
CRN0500,2.23,31.7,68.06,8352,1576.96,Control System,Critical
CRN0501,6.85,32.85,70.41,7338,1442.76,Hydraulic System,Critical
CRN0501,6.85,32.85,70.41,7338,1442.76,Engine,Critical
CRN0501,6.85,32.85,70.41,7338,1442.76,Structural Components,Critical
CRN0501,6.85,32.85,70.41,7338,1442.76,Control System,Critical
CRN0502,8.82,34.84,66.47,6126,1473.51,Hydraulic System,Critical
CRN0502,8.82,34.84,66.47,6126,1473.51,Engine,Critical
CRN0502,8.82,34.84,66.47,6126,1473.51,Structural Components,Critical
CRN0502,8.82,34.84,66.47,6126,1473.51,Control System,Critical
CRN0503,2.2,28.34,64.16,10582,1363.33,Hydraulic System,Critical
CRN0503,2.2,28.34,64.16,10582,1363.33,Engine,Critical
CRN0503,2.2,28.34,64.16,10582,1363.33,Structural Components,Critical
CRN0503,2.2,28.34,64.16,10582,1363.33,Control System,Critical
CRN0504,6.13,26.94,84.13,13901,795.34,Hydraulic System,Critical
CRN0504,6.13,26.94,84.13,13901,795.34,Engine,Critical
CRN0504,6.13,26.94,84.13,13901,795.34,Structural Components,Critical
CRN0504,6.13,26.94,84.13,13901,795.34,Control System,Critical
CRN0505,3.7,24.57,77.86,16220,697.35,Hydraulic System,Critical
CRN0505,3.7,24.57,77.86,16220,697.35,Engine,Critical
CRN0505,3.7,24.57,77.86,16220,697.35,Structural Components,Critical
CRN0505,3.7,24.57,77.86,16220,697.35,Control System,Critical
CRN0506,4.03,25.87,83.79,15680,723.12,Hydraulic System,Critical
CRN0506,4.03,25.87,83.79,15680,723.12,Engine,Critical
CRN0506,4.03,25.87,83.79,15680,723.12,Structural Components,Critical
CRN0506,4.03,25.87,83.79,15680,723.12,Control System,Critical
CRN0507,3.82,44.75,86.9,8764,1419.03,Hydraulic System,Critical
CRN0507,3.82,44.75,86.9,8764,1419.03,Engine,Critical
CRN0507,3.82,44.75,86.9,8764,1419.03,Structural Components,Critical
CRN0507,3.82,44.75,86.9,8764,1419.03,Control System,Critical
CRN0508,3.27,36.22,82.66,17442,586.89,Hydraulic System,Critical
CRN0508,3.27,36.22,82.66,17442,586.89,Engine,Critical
CRN0508,3.27,36.22,82.66,17442,586.89,Structural Components,Critical
CRN0508,3.27,36.22,82.66,17442,586.89,Control System,Critical
CRN0509,5.1,23.24,86.58,593,2172.69,Hydraulic System,Good
CRN0509,5.1,23.24,86.58,593,2172.69,Engine,Good
CRN0509,5.1,23.24,86.58,593,2172.69,Structural Components,Good
CRN0509,5.1,23.24,86.58,593,2172.69,Control System,Good
CRN0510,3.34,23.39,79.3,16565,677.99,Hydraulic System,Critical
CRN0510,3.34,23.39,79.3,16565,677.99,Engine,Critical
CRN0510,3.34,23.39,79.3,16565,677.99,Structural Components,Critical
CRN0510,3.34,23.39,79.3,16565,677.99,Control System,Critical
CRN0511,5.54,32.41,68.13,7099,1536.79,Hydraulic System,Critical
CRN0511,5.54,32.41,68.13,7099,1536.79,Engine,Critical
CRN0511,5.54,32.41,68.13,7099,1536.79,Structural Components,Critical
CRN0511,5.54,32.41,68.13,7099,1536.79,Control System,Critical
CRN0512,4.9,32.74,90.58,13933,840.57,Hydraulic System,Critical
CRN0512,4.9,32.74,90.58,13933,840.57,Engine,Critical
CRN0512,4.9,32.74,90.58,13933,840.57,Structural Components,Critical
CRN0512,4.9,32.74,90.58,13933,840.57,Control System,Critical
CRN0513,4.52,32.74,74.11,3070,1978.68,Hydraulic System,Critical
CRN0513,4.52,32.74,74.11,3070,1978.68,Engine,Critical
CRN0513,4.52,32.74,74.11,3070,1978.68,Structural Components,Critical
CRN0513,4.52,32.74,74.11,3070,1978.68,Control System,Critical
CRN0514,3.18,28.73,70.64,111,2348.37,Hydraulic System,Good
CRN0514,3.18,28.73,70.64,111,2348.37,Engine,Good
CRN0514,3.18,28.73,70.64,111,2348.37,Structural Components,Good
CRN0514,3.18,28.73,70.64,111,2348.37,Control System,Good
CRN0515,3.85,29.37,78.22,15651,746.14,Hydraulic System,Critical
CRN0515,3.85,29.37,78.22,15651,746.14,Engine,Critical
CRN0515,3.85,29.37,78.22,15651,746.14,Structural Components,Critical
CRN0515,3.85,29.37,78.22,15651,746.14,Control System,Critical
CRN0516,6.51,31.64,70.87,17245,468.22,Hydraulic System,Critical
CRN0516,6.51,31.64,70.87,17245,468.22,Engine,Critical
CRN0516,6.51,31.64,70.87,17245,468.22,Structural Components,Critical
CRN0516,6.51,31.64,70.87,17245,468.22,Control System,Critical
CRN0517,6.0,30.43,75.83,3285,1879.76,Hydraulic System,Critical
CRN0517,6.0,30.43,75.83,3285,1879.76,Engine,Critical
CRN0517,6.0,30.43,75.83,3285,1879.76,Structural Components,Critical
CRN0517,6.0,30.43,75.83,3285,1879.76,Control System,Critical
CRN0518,3.04,18.9,83.44,16509,689.97,Hydraulic System,Critical
CRN0518,3.04,18.9,83.44,16509,689.97,Engine,Critical
CRN0518,3.04,18.9,83.44,16509,689.97,Structural Components,Critical
CRN0518,3.04,18.9,83.44,16509,689.97,Control System,Critical
CRN0519,5.2,28.85,83.48,1906,2042.5,Hydraulic System,Bad
CRN0519,5.2,28.85,83.48,1906,2042.5,Engine,Bad
CRN0519,5.2,28.85,83.48,1906,2042.5,Structural Components,Bad
CRN0519,5.2,28.85,83.48,1906,2042.5,Control System,Bad
CRN0520,6.5,25.74,71.02,5764,1616.42,Hydraulic System,Critical
CRN0520,6.5,25.74,71.02,5764,1616.42,Engine,Critical
CRN0520,6.5,25.74,71.02,5764,1616.42,Structural Components,Critical
CRN0520,6.5,25.74,71.02,5764,1616.42,Control System,Critical
CRN0521,1.66,30.88,75.12,14226,1004.09,Hydraulic System,Critical
CRN0521,1.66,30.88,75.12,14226,1004.09,Engine,Critical
CRN0521,1.66,30.88,75.12,14226,1004.09,Structural Components,Critical
CRN0521,1.66,30.88,75.12,14226,1004.09,Control System,Critical
CRN0522,6.09,44.93,90.74,12994,874.78,Hydraulic System,Critical
CRN0522,6.09,44.93,90.74,12994,874.78,Engine,Critical
CRN0522,6.09,44.93,90.74,12994,874.78,Structural Components,Critical
CRN0522,6.09,44.93,90.74,12994,874.78,Control System,Critical
CRN0523,3.67,31.84,84.96,5254,1780.93,Hydraulic System,Critical
CRN0523,3.67,31.84,84.96,5254,1780.93,Engine,Critical
CRN0523,3.67,31.84,84.96,5254,1780.93,Structural Components,Critical
CRN0523,3.67,31.84,84.96,5254,1780.93,Control System,Critical
CRN0524,6.14,28.43,100.75,13867,764.74,Hydraulic System,Critical
CRN0524,6.14,28.43,100.75,13867,764.74,Engine,Critical
CRN0524,6.14,28.43,100.75,13867,764.74,Structural Components,Critical
CRN0524,6.14,28.43,100.75,13867,764.74,Control System,Critical
CRN0525,3.47,34.61,91.8,15326,770.12,Hydraulic System,Critical
CRN0525,3.47,34.61,91.8,15326,770.12,Engine,Critical
CRN0525,3.47,34.61,91.8,15326,770.12,Structural Components,Critical
CRN0525,3.47,34.61,91.8,15326,770.12,Control System,Critical
CRN0526,1.39,32.41,91.44,1625,2245.1,Hydraulic System,Bad
CRN0526,1.39,32.41,91.44,1625,2245.1,Engine,Bad
CRN0526,1.39,32.41,91.44,1625,2245.1,Structural Components,Bad
CRN0526,1.39,32.41,91.44,1625,2245.1,Control System,Bad
CRN0527,1.74,32.1,66.12,860,2354.51,Hydraulic System,Good
CRN0527,1.74,32.1,66.12,860,2354.51,Engine,Good
CRN0527,1.74,32.1,66.12,860,2354.51,Structural Components,Good
CRN0527,1.74,32.1,66.12,860,2354.51,Control System,Good
CRN0528,5.1,33.03,87.64,17078,522.11,Hydraulic System,Critical
CRN0528,5.1,33.03,87.64,17078,522.11,Engine,Critical
CRN0528,5.1,33.03,87.64,17078,522.11,Structural Components,Critical
CRN0528,5.1,33.03,87.64,17078,522.11,Control System,Critical
CRN0529,5.52,40.28,79.47,13980,827.09,Hydraulic System,Critical
CRN0529,5.52,40.28,79.47,13980,827.09,Engine,Critical
CRN0529,5.52,40.28,79.47,13980,827.09,Structural Components,Critical
CRN0529,5.52,40.28,79.47,13980,827.09,Control System,Critical
CRN0530,3.19,24.35,74.49,1155,2235.95,Hydraulic System,Good
CRN0530,3.19,24.35,74.49,1155,2235.95,Engine,Good
CRN0530,3.19,24.35,74.49,1155,2235.95,Structural Components,Good
CRN0530,3.19,24.35,74.49,1155,2235.95,Control System,Good
CRN0531,6.28,32.37,81.68,10146,1168.18,Hydraulic System,Critical
CRN0531,6.28,32.37,81.68,10146,1168.18,Engine,Critical
CRN0531,6.28,32.37,81.68,10146,1168.18,Structural Components,Critical
CRN0531,6.28,32.37,81.68,10146,1168.18,Control System,Critical
CRN0532,1.68,25.37,89.45,3183,2078.95,Hydraulic System,Critical
CRN0532,1.68,25.37,89.45,3183,2078.95,Engine,Critical
CRN0532,1.68,25.37,89.45,3183,2078.95,Structural Components,Critical
CRN0532,1.68,25.37,89.45,3183,2078.95,Control System,Critical
CRN0533,4.87,32.78,85.01,15778,668.79,Hydraulic System,Critical
CRN0533,4.87,32.78,85.01,15778,668.79,Engine,Critical
CRN0533,4.87,32.78,85.01,15778,668.79,Structural Components,Critical
CRN0533,4.87,32.78,85.01,15778,668.79,Control System,Critical
CRN0534,2.58,25.41,71.22,12208,1167.87,Hydraulic System,Critical
CRN0534,2.58,25.41,71.22,12208,1167.87,Engine,Critical
CRN0534,2.58,25.41,71.22,12208,1167.87,Structural Components,Critical
CRN0534,2.58,25.41,71.22,12208,1167.87,Control System,Critical
CRN0535,3.7,27.91,87.42,9750,1325.33,Hydraulic System,Critical
CRN0535,3.7,27.91,87.42,9750,1325.33,Engine,Critical
CRN0535,3.7,27.91,87.42,9750,1325.33,Structural Components,Critical
CRN0535,3.7,27.91,87.42,9750,1325.33,Control System,Critical
CRN0536,5.09,28.52,73.62,6057,1652.31,Hydraulic System,Critical
CRN0536,5.09,28.52,73.62,6057,1652.31,Engine,Critical
CRN0536,5.09,28.52,73.62,6057,1652.31,Structural Components,Critical
CRN0536,5.09,28.52,73.62,6057,1652.31,Control System,Critical
CRN0537,3.28,34.88,82.17,5355,1796.21,Hydraulic System,Critical
CRN0537,3.28,34.88,82.17,5355,1796.21,Engine,Critical
CRN0537,3.28,34.88,82.17,5355,1796.21,Structural Components,Critical
CRN0537,3.28,34.88,82.17,5355,1796.21,Control System,Critical
CRN0538,4.23,34.59,76.97,9511,1343.42,Hydraulic System,Critical
CRN0538,4.23,34.59,76.97,9511,1343.42,Engine,Critical
CRN0538,4.23,34.59,76.97,9511,1343.42,Structural Components,Critical
CRN0538,4.23,34.59,76.97,9511,1343.42,Control System,Critical
CRN0539,7.01,23.77,77.81,16444,509.35,Hydraulic System,Critical
CRN0539,7.01,23.77,77.81,16444,509.35,Engine,Critical
CRN0539,7.01,23.77,77.81,16444,509.35,Structural Components,Critical
CRN0539,7.01,23.77,77.81,16444,509.35,Control System,Critical
CRN0540,3.85,30.27,87.66,9791,1313.26,Hydraulic System,Critical
CRN0540,3.85,30.27,87.66,9791,1313.26,Engine,Critical
CRN0540,3.85,30.27,87.66,9791,1313.26,Structural Components,Critical
CRN0540,3.85,30.27,87.66,9791,1313.26,Control System,Critical
CRN0541,6.67,26.45,69.6,18314,355.83,Hydraulic System,Critical
CRN0541,6.67,26.45,69.6,18314,355.83,Engine,Critical
CRN0541,6.67,26.45,69.6,18314,355.83,Structural Components,Critical
CRN0541,6.67,26.45,69.6,18314,355.83,Control System,Critical
CRN0542,2.74,23.71,99.45,3495,1974.57,Hydraulic System,Critical
CRN0542,2.74,23.71,99.45,3495,1974.57,Engine,Critical
CRN0542,2.74,23.71,99.45,3495,1974.57,Structural Components,Critical
CRN0542,2.74,23.71,99.45,3495,1974.57,Control System,Critical
CRN0543,6.06,28.91,61.79,1303,2103.14,Hydraulic System,Good
CRN0543,6.06,28.91,61.79,1303,2103.14,Engine,Good
CRN0543,6.06,28.91,61.79,1303,2103.14,Structural Components,Good
CRN0543,6.06,28.91,61.79,1303,2103.14,Control System,Good
CRN0544,7.88,28.46,74.02,19294,188.4,Hydraulic System,Critical
CRN0544,7.88,28.46,74.02,19294,188.4,Engine,Critical
CRN0544,7.88,28.46,74.02,19294,188.4,Structural Components,Critical
CRN0544,7.88,28.46,74.02,19294,188.4,Control System,Critical
CRN0545,1.0,42.13,83.7,19576,485.0,Hydraulic System,Critical
CRN0545,1.0,42.13,83.7,19576,485.0,Engine,Critical
CRN0545,1.0,42.13,83.7,19576,485.0,Structural Components,Critical
CRN0545,1.0,42.13,83.7,19576,485.0,Control System,Critical
CRN0546,3.41,32.16,85.84,3144,2003.6,Hydraulic System,Critical
CRN0546,3.41,32.16,85.84,3144,2003.6,Engine,Critical
CRN0546,3.41,32.16,85.84,3144,2003.6,Structural Components,Critical
CRN0546,3.41,32.16,85.84,3144,2003.6,Control System,Critical
CRN0547,6.15,23.11,79.0,7372,1457.1,Hydraulic System,Critical
CRN0547,6.15,23.11,79.0,7372,1457.1,Engine,Critical
CRN0547,6.15,23.11,79.0,7372,1457.1,Structural Components,Critical
CRN0547,6.15,23.11,79.0,7372,1457.1,Control System,Critical
CRN0548,4.59,27.18,79.43,3614,1910.05,Hydraulic System,Critical
CRN0548,4.59,27.18,79.43,3614,1910.05,Engine,Critical
CRN0548,4.59,27.18,79.43,3614,1910.05,Structural Components,Critical
CRN0548,4.59,27.18,79.43,3614,1910.05,Control System,Critical
CRN0549,5.74,35.11,84.11,10090,1195.67,Hydraulic System,Critical
CRN0549,5.74,35.11,84.11,10090,1195.67,Engine,Critical
CRN0549,5.74,35.11,84.11,10090,1195.67,Structural Components,Critical
CRN0549,5.74,35.11,84.11,10090,1195.67,Control System,Critical
CRN0550,3.79,40.44,77.69,6292,1685.82,Hydraulic System,Critical
CRN0550,3.79,40.44,77.69,6292,1685.82,Engine,Critical
CRN0550,3.79,40.44,77.69,6292,1685.82,Structural Components,Critical
CRN0550,3.79,40.44,77.69,6292,1685.82,Control System,Critical
CRN0551,5.17,22.07,93.93,10867,1126.78,Hydraulic System,Critical
CRN0551,5.17,22.07,93.93,10867,1126.78,Engine,Critical
CRN0551,5.17,22.07,93.93,10867,1126.78,Structural Components,Critical
CRN0551,5.17,22.07,93.93,10867,1126.78,Control System,Critical
CRN0552,4.69,20.6,88.39,16628,585.98,Hydraulic System,Critical
CRN0552,4.69,20.6,88.39,16628,585.98,Engine,Critical
CRN0552,4.69,20.6,88.39,16628,585.98,Structural Components,Critical
CRN0552,4.69,20.6,88.39,16628,585.98,Control System,Critical
CRN0553,7.34,39.35,88.73,7607,1355.07,Hydraulic System,Critical
CRN0553,7.34,39.35,88.73,7607,1355.07,Engine,Critical
CRN0553,7.34,39.35,88.73,7607,1355.07,Structural Components,Critical
CRN0553,7.34,39.35,88.73,7607,1355.07,Control System,Critical
CRN0554,5.51,31.95,70.34,4957,1748.18,Hydraulic System,Critical
CRN0554,5.51,31.95,70.34,4957,1748.18,Engine,Critical
CRN0554,5.51,31.95,70.34,4957,1748.18,Structural Components,Critical
CRN0554,5.51,31.95,70.34,4957,1748.18,Control System,Critical
CRN0555,5.68,25.66,79.21,12218,996.03,Hydraulic System,Critical
CRN0555,5.68,25.66,79.21,12218,996.03,Engine,Critical
CRN0555,5.68,25.66,79.21,12218,996.03,Structural Components,Critical
CRN0555,5.68,25.66,79.21,12218,996.03,Control System,Critical
CRN0556,4.18,32.67,77.0,17861,511.1,Hydraulic System,Critical
CRN0556,4.18,32.67,77.0,17861,511.1,Engine,Critical
CRN0556,4.18,32.67,77.0,17861,511.1,Structural Components,Critical
CRN0556,4.18,32.67,77.0,17861,511.1,Control System,Critical
CRN0557,4.02,16.82,69.94,3246,1994.27,Hydraulic System,Critical
CRN0557,4.02,16.82,69.94,3246,1994.27,Engine,Critical
CRN0557,4.02,16.82,69.94,3246,1994.27,Structural Components,Critical
CRN0557,4.02,16.82,69.94,3246,1994.27,Control System,Critical
CRN0558,4.13,30.02,83.6,17277,558.35,Hydraulic System,Critical
CRN0558,4.13,30.02,83.6,17277,558.35,Engine,Critical
CRN0558,4.13,30.02,83.6,17277,558.35,Structural Components,Critical
CRN0558,4.13,30.02,83.6,17277,558.35,Control System,Critical
CRN0559,5.79,31.64,74.62,5856,1635.71,Hydraulic System,Critical
CRN0559,5.79,31.64,74.62,5856,1635.71,Engine,Critical
CRN0559,5.79,31.64,74.62,5856,1635.71,Structural Components,Critical
CRN0559,5.79,31.64,74.62,5856,1635.71,Control System,Critical
CRN0560,4.16,34.62,86.55,4514,1827.59,Hydraulic System,Critical
CRN0560,4.16,34.62,86.55,4514,1827.59,Engine,Critical
CRN0560,4.16,34.62,86.55,4514,1827.59,Structural Components,Critical
CRN0560,4.16,34.62,86.55,4514,1827.59,Control System,Critical
CRN0561,5.58,24.93,69.3,17594,483.03,Hydraulic System,Critical
CRN0561,5.58,24.93,69.3,17594,483.03,Engine,Critical
CRN0561,5.58,24.93,69.3,17594,483.03,Structural Components,Critical
CRN0561,5.58,24.93,69.3,17594,483.03,Control System,Critical
CRN0562,9.15,30.43,97.19,4037,1604.38,Hydraulic System,Critical
CRN0562,9.15,30.43,97.19,4037,1604.38,Engine,Critical
CRN0562,9.15,30.43,97.19,4037,1604.38,Structural Components,Critical
CRN0562,9.15,30.43,97.19,4037,1604.38,Control System,Critical
CRN0563,6.74,25.37,71.04,4063,1774.51,Hydraulic System,Critical
CRN0563,6.74,25.37,71.04,4063,1774.51,Engine,Critical
CRN0563,6.74,25.37,71.04,4063,1774.51,Structural Components,Critical
CRN0563,6.74,25.37,71.04,4063,1774.51,Control System,Critical
CRN0564,4.35,31.28,82.19,5997,1678.52,Hydraulic System,Critical
CRN0564,4.35,31.28,82.19,5997,1678.52,Engine,Critical
CRN0564,4.35,31.28,82.19,5997,1678.52,Structural Components,Critical
CRN0564,4.35,31.28,82.19,5997,1678.52,Control System,Critical
CRN0565,7.4,25.52,87.92,9074,1206.64,Hydraulic System,Critical
CRN0565,7.4,25.52,87.92,9074,1206.64,Engine,Critical
CRN0565,7.4,25.52,87.92,9074,1206.64,Structural Components,Critical
CRN0565,7.4,25.52,87.92,9074,1206.64,Control System,Critical
CRN0566,4.18,27.96,74.29,14477,854.52,Hydraulic System,Critical
CRN0566,4.18,27.96,74.29,14477,854.52,Engine,Critical
CRN0566,4.18,27.96,74.29,14477,854.52,Structural Components,Critical
CRN0566,4.18,27.96,74.29,14477,854.52,Control System,Critical
CRN0567,1.0,25.02,88.52,17600,672.95,Hydraulic System,Critical
CRN0567,1.0,25.02,88.52,17600,672.95,Engine,Critical
CRN0567,1.0,25.02,88.52,17600,672.95,Structural Components,Critical
CRN0567,1.0,25.02,88.52,17600,672.95,Control System,Critical
CRN0568,2.98,33.26,67.71,16156,759.79,Hydraulic System,Critical
CRN0568,2.98,33.26,67.71,16156,759.79,Engine,Critical
CRN0568,2.98,33.26,67.71,16156,759.79,Structural Components,Critical
CRN0568,2.98,33.26,67.71,16156,759.79,Control System,Critical
CRN0569,1.26,34.29,94.52,1850,2223.04,Hydraulic System,Bad
CRN0569,1.26,34.29,94.52,1850,2223.04,Engine,Bad
CRN0569,1.26,34.29,94.52,1850,2223.04,Structural Components,Bad
CRN0569,1.26,34.29,94.52,1850,2223.04,Control System,Bad
CRN0570,4.3,28.83,80.14,4127,1872.17,Hydraulic System,Critical
CRN0570,4.3,28.83,80.14,4127,1872.17,Engine,Critical
CRN0570,4.3,28.83,80.14,4127,1872.17,Structural Components,Critical
CRN0570,4.3,28.83,80.14,4127,1872.17,Control System,Critical
CRN0571,5.04,30.19,74.04,11628,1097.29,Hydraulic System,Critical
CRN0571,5.04,30.19,74.04,11628,1097.29,Engine,Critical
CRN0571,5.04,30.19,74.04,11628,1097.29,Structural Components,Critical
CRN0571,5.04,30.19,74.04,11628,1097.29,Control System,Critical
CRN0572,8.35,22.76,77.01,5845,1503.84,Hydraulic System,Critical
CRN0572,8.35,22.76,77.01,5845,1503.84,Engine,Critical
CRN0572,8.35,22.76,77.01,5845,1503.84,Structural Components,Critical
CRN0572,8.35,22.76,77.01,5845,1503.84,Control System,Critical
CRN0573,5.65,28.5,88.09,9779,1223.23,Hydraulic System,Critical
CRN0573,5.65,28.5,88.09,9779,1223.23,Engine,Critical
CRN0573,5.65,28.5,88.09,9779,1223.23,Structural Components,Critical
CRN0573,5.65,28.5,88.09,9779,1223.23,Control System,Critical
CRN0574,4.56,29.75,74.16,6038,1679.8,Hydraulic System,Critical
CRN0574,4.56,29.75,74.16,6038,1679.8,Engine,Critical
CRN0574,4.56,29.75,74.16,6038,1679.8,Structural Components,Critical
CRN0574,4.56,29.75,74.16,6038,1679.8,Control System,Critical
CRN0575,6.66,43.1,72.51,12250,957.05,Hydraulic System,Critical
CRN0575,6.66,43.1,72.51,12250,957.05,Engine,Critical
CRN0575,6.66,43.1,72.51,12250,957.05,Structural Components,Critical
CRN0575,6.66,43.1,72.51,12250,957.05,Control System,Critical
CRN0576,1.0,24.44,77.78,13506,1103.83,Hydraulic System,Critical
CRN0576,1.0,24.44,77.78,13506,1103.83,Engine,Critical
CRN0576,1.0,24.44,77.78,13506,1103.83,Structural Components,Critical
CRN0576,1.0,24.44,77.78,13506,1103.83,Control System,Critical
CRN0577,5.47,37.32,68.23,19881,261.88,Hydraulic System,Critical
CRN0577,5.47,37.32,68.23,19881,261.88,Engine,Critical
CRN0577,5.47,37.32,68.23,19881,261.88,Structural Components,Critical
